day,u10_mean,u10_max,u10_min,v10_mean,v10_max,v10_min,d2m_mean,d2m_max,d2m_min,t2m_mean,t2m_max,t2m_min,ssrd_mean,ssrd_max,ssrd_min,tp_sum,tp_max,tp_min,Vazao_D0,Vazao_D1,Vazao_D2,Vazao_D3,Vazao_D4,Vazao_D5,Vazao_D6,Vazao_D7,Vazao_D8,Vazao_D9,Vazao_D10,Vazao_D11,Vazao_D12,Vazao_D13,Vazao_D14,Vazao_D15,Vazao_D16,Vazao_D17,Vazao_D18,Vazao_D19,Vazao_D20,Vazao_D21,Vazao_D22,Vazao_D23,Vazao_D24,Vazao_D25,Vazao_D26,Vazao_D27,Vazao_D28,Vazao_D29,Vazao_D30
1998-01-01,-0.3857593541057291,0.1121978767125,-0.91492081875,0.2604262040260416,1.44543455,-1.0844726625,295.44462135416666,297.43051125,294.37864375,298.0442391145833,301.20286125,295.57065625,946384.5,3382056.5,0.0,0.0031962492527120375,0.0006042532624999999,0.0,1.0255,0.9481,0.9481,0.4793,1.412,1.1801,4.9542,49.4487,0.5192,10.0073,4.4405,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708
1998-01-02,-0.03935750251770831,1.2007751500000001,-1.003509515,-0.26417394179166664,1.6214638,-1.2303988875,295.64943005208335,296.2397475,295.11939375000003,298.45041630208334,302.26064875,296.164735,904294.1875,3346328.0,0.0,0.005578797289001213,0.00278072805,9.965151624999999e-08,0.9481,0.9481,0.4793,1.412,1.1801,4.9542,49.4487,0.5192,10.0073,4.4405,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389
1998-01-03,0.4752667745052083,1.386211375,-0.415439605,0.35560178728124997,2.7822113125,-0.8528442275,294.8392396354167,295.61712625,294.3111275,297.34089651041666,301.5598825,295.1983025,618744.7916666666,2486011.5,0.0,0.00765117910401875,0.0025497933375,0.0,0.9481,0.4793,1.412,1.1801,4.9542,49.4487,0.5192,10.0073,4.4405,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599
1998-01-04,0.34336236835937495,0.94355581875,-0.757965095,0.835518119296875,2.6344756625,-0.7054271725,294.22897546875004,295.4393625,293.43217999999996,296.1073541145833,299.2661175,294.38272374999997,742627.6458333334,2763170.25,0.0,0.013744754655762501,0.0033940673,6.6524371375000006e-06,0.4793,1.412,1.1801,4.9542,49.4487,0.5192,10.0073,4.4405,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599
1998-01-05,-0.8887468980208333,-0.30229568687499997,-1.523946775,0.5127427579609375,1.52659225,-0.34906958875,293.4856320833333,294.53131375,292.8942875,296.1316122395833,299.764505,293.8283725,817862.4791666667,3034606.5,0.0,0.004229947918187487,0.001253560175,2.44905238125e-05,1.412,1.1801,4.9542,49.4487,0.5192,10.0073,4.4405,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599
1998-01-06,-0.21316274006718744,0.7852630625,-0.97592163125,-0.411125422296875,0.7850594575,-1.2653600875,294.9951472916667,296.570715,293.81858625,298.26862953125,303.77704,294.39776625,1094392.7083333333,3590385.25,0.0,0.0093338825126725,0.0034312643125,-1.3969838625e-09,1.1801,4.9542,49.4487,0.5192,10.0073,4.4405,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599
1998-01-07,0.52487734859375,1.7845916625,-0.7383203537499999,-0.21934175548437498,1.6653289625,-1.3400726375,295.17170234375,295.82552875,294.55053375,298.5145933854167,304.21435625000004,295.2664175,994422.7083333334,3466632.25,0.0,0.015861271069166988,0.0045341588250000005,-4.656612875e-10,4.9542,49.4487,0.5192,10.0073,4.4405,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871
1998-01-08,0.35942459107031244,0.940897,-0.139513017625,1.7914128287916666,3.1975313749999996,-0.0507202165,293.4629753645833,295.07941,291.19714125,294.42134442708334,295.74141125,292.41675,172175.29166666666,654388.75,0.0,0.171571224,0.02241080275,0.0014948639874999999,49.4487,0.5192,10.0073,4.4405,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701
1998-01-09,-0.009449640582812464,0.282163618125,-0.34251403874999997,1.835439125,2.3722687125,1.1919155375,290.1070633333333,291.0739175,289.42677,291.6329925,292.676455,290.83319,228825.7708333333,939911.0,0.0,0.0197266526275,0.0021133019875,0.0001706816275,0.5192,10.0073,4.4405,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542
1998-01-10,-0.39265557224479164,0.0029296887499999993,-0.94848491,0.8394217085208333,1.5086841624999998,0.37592506324999997,290.68794703125,291.24304374999997,290.24352875,292.3762520833333,294.1025275,291.02893125,257148.60416666666,1009803.0,0.0,0.009751632714125,0.0007118153837500001,4.465959475e-05,10.0073,4.4405,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898
1998-01-11,-0.73752248065625,-0.2244052895,-1.4892721125000001,0.3905654330416667,1.8180122625,-0.83338309125,291.985428125,293.61236875,290.97697375,294.57334786458335,298.398865,291.64413375,811376.6458333334,3325402.0,0.0,0.0016635907787575,0.00065044127125,5.6228602075e-06,4.4405,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595
1998-01-12,-0.2026928280885416,0.37474823,-0.96269917875,-0.30617014589062497,1.3778953375,-1.5930785875,293.7633106770833,295.0747225,292.5657325,297.05626072916664,302.61786125000003,292.941115,1154916.0625,3697028.25,0.0,0.003727503156027475,0.0014846325,0.0,1.7921,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821
1998-01-13,0.2753565717239583,1.1240452625,-0.9730873,-0.42786189075468745,1.716157875,-1.2810768875,293.78118229166665,294.88049624999996,292.39799875,297.55231437500004,303.2646475,293.28196875,1010387.3333333334,3313132.5,0.0,0.006466313374910325,0.002004712775,-3.9581210625000005e-09,2.1721,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932
1998-01-14,0.18782683299843744,1.0628832625,-1.6952362,-0.4042383429166666,1.2658538750000001,-1.334121675,294.32250619791665,294.98812875,293.6499625,297.2489125520833,300.85913125,294.38849375,621100.75,2006662.0,0.0,0.0010215928720300874,0.00038906932625,-6.984919125e-10,1.8871,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744
1998-01-15,-0.01704367019166665,0.77548230875,-1.6217098125,-0.5670274091822917,0.47889327375,-1.411977775,294.029655625,294.95818499999996,293.386455,297.4860444270833,301.16401125,294.3048925,845122.6875,2860631.25,0.0,0.0094985179602984,0.003894954925,-3.0267985125e-09,4.82,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522
1998-01-16,0.006190419734375013,0.6523065575,-1.2453651374999999,-0.9374783834713541,1.2187347625,-2.1334991624999997,294.31600328125,294.869955,293.635455,297.4928629166667,302.821415,294.6537525,888060.25,3353318.25,0.0,0.01169880390473475,0.0028674267625,-4.656613125e-09,6.1728,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595
1998-01-17,0.1504685094864583,0.8794851349999999,-0.75531579375,-0.8827759823125,0.78852463625,-1.6032061375,293.90327109375,294.70699375000004,292.9429325,296.6033751041667,300.21527125,294.34170124999997,781025.4375,2936006.5,0.0,0.01176772174467125,0.003024246425,9.391515e-07,6.8971,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186
1998-01-18,0.0638341513645833,1.1646619125,-1.573867775,-0.11241873067708331,1.9303722625000002,-1.478734975,292.7352022395833,293.43675,291.52778625,296.80395541666667,301.525945,292.5842275,1103374.2916666667,3400691.5,0.0,0.0028118961464124624,0.00087669872625,0.0,5.8938,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898
1998-01-19,-0.22152391715026037,1.01365282625,-1.39136695,-0.3522086500520833,1.276134495,-1.473693875,293.20103671875,293.9677325,292.2433925,296.08873453125,300.21743,293.36232875,875801.6458333334,2903753.25,0.0,0.013950714216565262,0.0055453217624999995,-1.6298145e-09,5.6253,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628
1998-01-20,-0.5284539865625,0.1522407515,-1.9903488249999999,-0.7907772060052084,1.04415893,-2.6116944,293.10598661458334,294.21001625,292.0860375,296.9918322916667,302.11491624999996,293.43643125,1023756.3333333334,3495474.0,0.0,0.0009918536933321376,0.00057089701875,-1.8626451e-09,2.3621,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711
1998-01-21,-0.551165820671875,-0.036664724749999995,-1.9472045875,-0.7705357835416667,0.8248443525,-2.5587615625,292.8341881770833,294.6698875,291.37804875,297.20670067708335,302.6661375,293.31397875,1169929.1875,3845192.75,0.0,0.0020364262307957,0.001178719125,-7.450580625e-09,1.7921,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517
1998-01-22,-0.3765455473697916,0.56961059875,-1.2030639875,-1.0257532201458335,0.8972892775,-2.8109130875,292.7119884895833,294.44921625,291.16663,297.26346046875,302.3065575,292.30370875,1121819.9583333335,3570997.75,0.0,0.0018854055023589875,0.00060141199,0.0,1.412,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882
1998-01-23,0.08274714259322914,1.0540466625,-0.5689201275,-1.1529865220364584,1.1832428375000001,-2.6434783875,293.0737567708333,294.13552625,292.10742500000003,297.92384375000006,303.57708875000003,293.5632925,1157394.3125,3752454.5,0.0,0.0027409922528294998,0.00075284020375,-6.519258e-09,3.0205,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718
1998-01-24,0.09042811519635409,0.725753795,-0.7768840675,-1.1496587631666668,0.9633007125,-2.1055145375,293.38184197916667,294.270575,292.69653125,298.38726338541665,304.12976249999997,294.80964875,1140729.7708333333,3767122.25,0.0,0.009354121260570438,0.0033148787999999997,-1.07102096625e-08,1.9821,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374
1998-01-25,0.37640571809374995,1.2639503875,-0.3834743475,-0.45150780776041666,1.8912340125,-1.7221527125,293.88534515624997,294.614545,293.0656025,298.2099666145833,303.540725,294.613525,997370.7291666666,3621748.0,0.0,0.0031498209960088373,0.001253016325,-2.3283064875e-09,1.1028,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859
1998-01-26,0.05877256357291661,0.7866458924999999,-0.8545608525,-0.566719092421875,1.2847557,-2.11582945,294.7030038541667,295.57604875,294.17895125,298.2326352083333,303.4637675,295.0487275,1050921.375,3628021.75,0.0,0.01022457898628125,0.0034114382875,0.0,1.1028,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222
1998-01-27,0.07059542263333332,0.87899398125,-0.37886810375,-0.9328146423286459,1.05418967875,-2.4184951624999997,294.5546829166667,295.85754375,293.86008125,298.65753796875,304.4491,295.06823875,1118246.3958333335,3631688.25,0.0,0.004007776222352563,0.0019574481875,-3.7252905e-09,0.9481,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547
1998-01-28,-0.025499344656249978,0.66933059625,-0.47740936624999997,-1.0768589569375002,0.9323234475,-2.5199432375,294.63442015625,295.60446874999997,293.74026375,299.32755208333333,304.7484275,295.60925625,1125572.0,3665183.25,0.0,0.0050512170606134875,0.0015300400625,0.0,0.7935,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433
1998-01-29,0.0514011383421875,0.87164878375,-1.0503311,-0.6037418826250001,1.9531402875000001,-2.0196228124999998,294.5001596875,295.3805825,293.37352999999996,298.7933044791667,304.0091875,294.99432125,1094000.3333333333,3408405.5,0.0,0.00169331364317375,0.000543624175,-1.86264525e-09,3.0205,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226
1998-01-30,-0.25479189808854164,0.81692123125,-1.6078396124999998,-1.165952445921875,1.2551936875,-2.7105865749999998,293.052305625,294.71156125,290.49585,299.3128580729167,304.9251125,294.8414925,1240601.0416666667,3875567.25,0.0,0.0007288605042621125,0.00024898769375,-1.2107193500000001e-08,1.507,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721
1998-01-31,-0.25923971221354164,0.228969575,-1.033591975,-1.064265576875,1.1860503875,-2.18707275,292.40099651041663,295.69964875,290.1727925,299.9783545833333,305.6984225,295.06823875,1209449.0833333333,3788836.25,0.0,1.30310647e-06,9.041278625e-07,0.0,0.8708,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721
1998-02-01,-0.21128356411458332,0.4451770775,-1.28061295,-0.8711846706354167,0.584136965,-1.6282863375,293.66269270833334,295.62829875,291.08086625,300.95203281249997,305.86151,295.99059875,1116150.5625,3433092.0,0.0,3.5054981525000004e-06,3.0919909250000002e-06,0.0,0.6389,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771
1998-02-02,0.1476529435398958,0.67520522625,-0.45398330124999997,0.16074426776041664,2.0080566125,-0.91429138375,294.46694526041665,295.45141875,293.69401375,300.44094916666666,304.66686375,296.98748375,1029299.6041666666,3324792.0,0.0,0.0015867054404026,0.000651650135,0.0,0.599,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871
1998-02-03,-0.20227686440833328,0.72341918625,-1.2044162875,0.3294010168072916,1.408847825,-0.95532894875,295.2420871354167,295.972955,294.76544125,298.98063979166665,302.562255,296.36038,946366.7291666666,3205606.25,0.0,0.00111201254885625,0.00045099831875,0.0,0.599,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697
1998-02-04,0.23516082767135416,0.84155272625,-0.786315925,-0.8578395805572917,0.7217826875,-2.296478275,294.341478125,295.77919625,293.111205,299.71475875,305.60095125,295.29324375,1121573.7916666665,3572902.75,0.0,0.0009598900572787376,0.000375630355,-1.862645175e-09,0.599,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602
1998-02-05,0.5251623776822917,1.1328010499999999,-1.01292420125,-0.02145318074479165,1.4855613625,-1.124233,294.68769817708335,295.97463,293.86740625,299.8973206770833,305.50603875,296.375365,1060900.3333333335,3562597.0,0.0,0.008445148653814526,0.0042802729,0.0,0.599,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507
1998-02-06,0.14301872183854158,1.113906875,-0.75047304125,0.28192718960416663,1.947021475,-0.90791321,295.50617328124997,296.92208875,294.58581625,298.09274244791663,301.789675,296.2965,744698.7083333334,2841303.75,0.0,0.01573580695777259,0.0044198636125,-3.7252905e-09,1.8871,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507,1.507
1998-02-07,0.15098508183854162,0.8378906312500001,-0.676239015,-0.4512793252083333,1.605911225,-1.8447876,295.57478322916666,296.53826375,294.8061525,298.4713875,303.56528249999997,295.7312625,1035722.875,3475321.25,0.0,0.011042319202874963,0.0021907873375,0.0,17.0701,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507,1.507,1.412
1998-02-08,0.29361407019791663,0.69202041875,-0.159000398125,0.18052251717708329,2.0842694875000003,-1.059768925,295.42183875,296.13321125,294.76660125,298.4171608854167,303.0417075,295.6357425,951287.1145833334,3302264.5,0.0,0.012338292742526237,0.0033029931375,0.0,4.9542,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507,1.507,1.412,1.3347
1998-02-09,-0.26538785427499995,0.54069709875,-1.3347225125,-0.20425097103124992,1.1210441625,-1.010025025,295.67116807291666,297.07078,294.74220875000003,298.58889463541664,302.791565,296.1528025,898162.6666666666,2991029.0,0.0,0.011478284417875,0.0035147145625,1.9663014125e-05,12.3898,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507,1.507,1.412,1.3347,1.2574
1998-02-10,0.42901166294791665,1.7608947625,-1.0480804375,-0.5762844482197916,1.0843486875000001,-1.5761919125000001,296.18951119791666,297.3421175,295.22175875,300.0104936458333,305.85842,296.59449375,1019957.7708333333,3552042.25,0.0,0.02038003523637625,0.007817950125,0.0,3.4595,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507,1.507,1.412,1.3347,1.2574,1.1801
1998-02-11,0.4432476364038542,1.4874133999999999,-1.2299041625,1.0874356810416665,3.5997972625,-1.31642345,295.48947151041665,296.95300625,292.41620374999997,297.1210263541667,300.10963875,293.93920875000003,451055.1875,1965452.0,-1.0,0.0414562778718,0.0106404023875,6.519258e-07,1.9821,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507,1.507,1.412,1.3347,1.2574,1.1801,1.2574
1998-02-12,-0.641355516078125,0.08292579662499999,-1.3156356875,2.0100580046875,3.0315322875,1.2313842750000001,291.17154682291664,291.81173625,290.39795,292.574013125,293.6192625,291.64984125,186994.8333333333,722587.75,0.0,0.0184314959025,0.00124434755,0.000386558475,20.932,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507,1.507,1.412,1.3347,1.2574,1.1801,1.2574,1.3347
1998-02-13,-0.5412222534010417,-0.11299896225,-0.99786376875,0.7997385672083334,1.457336425,0.174865723,290.86782875,291.73588875,290.18209125,292.55696270833334,294.06972,291.48359375,270557.3125,1180207.25,0.0,0.02143162120125,0.0017463786,0.0002828222925,19.2744,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507,1.507,1.412,1.3347,1.2574,1.1801,1.2574,1.3347,1.602
1998-02-14,-0.46301079043229165,0.4920959425,-1.2050628749999999,0.21189689552083332,1.8656310999999999,-0.87679290625,292.17158052083334,293.531975,291.20197625000003,294.3219478125,297.13228125,292.18808625,515287.4166666667,2158446.5,0.0,0.00533333048725,0.00067974162,3.510992975e-05,6.7522,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507,1.507,1.412,1.3347,1.2574,1.1801,1.2574,1.3347,1.602,1.7921
1998-02-15,-0.9684805105208333,-0.57191467125,-1.6245148125,0.5217166330895833,1.53195465,-0.12940073425,293.1133044791667,294.4969475,292.60371875,294.3626405729167,296.35137875,293.40118375,414613.2291666667,1829648.75,0.0,0.022541640296249988,0.0032886955375,0.000117346645,3.4595,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507,1.507,1.412,1.3347,1.2574,1.1801,1.2574,1.3347,1.602,1.7921,1.507
1998-02-16,-0.495860417015625,0.038175584,-1.0158367099999999,-0.68315442328125,0.6310825462499999,-1.4421319875,292.8957658333333,293.59191999999996,292.3687875,293.88312291666665,295.253845,292.88725,162683.625,663113.5,0.0,0.02596160401375,0.0021186155749999998,0.0002182186575,23.7186,12.3898,76.1628,24.3711,12.7517,14.3882,11.8718,13.8374,7.7859,33.2222,36.9547,9.8433,5.2226,2.1721,2.1721,2.0771,1.8871,1.697,1.602,1.507,1.507,1.412,1.3347,1.2574,1.1801,1.2574,1.3347,1.602,1.7921,1.507,1.412
