year,month,subbasin_id,u2,tmin,tmax,rs,rh,eto,pr,station_id,flow_next_month,flow_next_month_max,flow_next_month_min
1998,1,24,0.6958706774556406,16.638272967393434,27.25942308203474,19.832829565659132,77.21796872165172,3.9598134910555527,251.4072302708735,19091,135.5,240.1,74.4
1998,2,24,0.6676843965932829,16.919047473721385,27.015311572182814,17.022876827896514,79.51349831271091,3.453941025228989,278.40401274801735,19091,106.5967741935,163.4,67.6
1998,3,24,0.6033419209695562,16.07362147400463,26.305827952395067,16.29222758445517,78.70024311477194,3.1541238796763302,163.04797073710918,19091,70.7033333333,111.3,45.0
1998,4,24,0.6628233970753655,13.924548071738842,24.714082257555873,14.19665354330709,78.44019497562805,2.545406824146981,58.21754465511903,19091,100.8032258065,198.9,28.6
1998,5,24,0.6931492434413441,9.512968889825228,21.012067609327637,11.94230378460757,78.46982836822816,1.8401611088936463,80.39490951261936,19091,60.4933333333,98.1,24.9
1998,6,24,0.6526996625421821,6.989623706778161,18.55080823185929,11.186574803149608,78.88076490438695,1.5317772778402698,18.905889636350114,19091,50.6129032258,58.9,44.4
1998,7,24,0.6991363982727965,7.548659794423382,20.828602143974514,12.371577343154687,75.48532239921623,1.795112304510323,13.813767335603302,19091,49.4129032258,62.5,41.0
1998,8,24,0.7682608222359301,11.023635108887088,21.82094593596823,13.205511811023623,76.48136724844878,2.204089408178816,16.02090953877808,19091,69.27,127.0,31.6
1998,9,24,0.937007874015748,11.937345500045778,21.469517095451724,14.328307086614174,77.0172478440195,2.5580802399700033,114.96954688733,19091,94.7806451613,173.3,52.1
1998,10,24,1.0112848797126166,12.441918846360963,20.702984021099123,15.254876809753622,80.66693276243696,2.7819405638811276,237.27857731428392,19091,62.7033333333,91.3,42.7
1998,11,24,0.9780652418447693,12.758232367931148,21.903693756930245,18.09015748031496,77.60967379077614,3.3387139107611543,128.05348586775017,19091,73.164516129,133.5,46.8
1998,12,24,0.8994339417250262,15.32385060894271,24.652787964287437,18.38430276860554,77.68605537211074,3.6173482346964687,194.92302795931442,19091,157.5483870968,349.0,58.0
1999,1,24,0.8327588083747595,16.313910435065964,25.185267041880252,17.580772161544324,81.40534852498276,3.483145252004789,367.25669118320263,19091,162.1428571429,251.0,92.0
1999,2,24,0.7689217419251165,16.131975114335415,25.851335620768282,17.740987064116986,81.30724730837217,3.471958862285071,307.74919452933915,19091,103.5483870968,186.0,55.0
1999,3,24,0.855618854094851,15.33204138309885,24.868740875211785,16.73959867919736,78.65851445988606,3.152708733988896,160.8172856837672,19091,80.6,172.0,37.0
1999,4,24,0.7778402699662542,12.344625181839453,23.380219936724956,15.053149606299213,76.94038245219348,2.59731908511436,53.035174762064585,19091,51.0967741935,108.0,0.0
1999,5,24,0.8137087702746834,8.79881607872594,19.796800872632478,13.109232918465839,75.0426357995573,1.961156065169273,27.549058503982646,19091,58.7,142.0,33.0
1999,6,24,0.71681664791901,8.449425743380027,18.730460524307993,11.176102362204727,80.99737532808399,1.551274840644919,60.680715353862084,19091,49.7741935484,81.0,22.0
1999,7,24,0.7535650785587285,8.804624440206856,19.01568454493457,11.996596393192789,79.67995935991871,1.7104394208788416,30.31141959026718,19091,40.903225806500004,99.0,-13.0
1999,8,24,0.8096266192532385,6.916414724885482,20.224375035071677,15.538646177292355,70.35269784825284,2.3222540730795744,5.976941086197335,19091,52.5333333333,101.0,-6.0
1999,9,24,1.0089988751406074,9.79354228339488,21.962899665313678,16.968858267716538,69.24446944131982,2.90684289463817,52.01498458815268,19091,51.5806451613,106.0,-42.0
1999,10,24,1.135926557567401,11.345949947675523,20.438004601403655,15.744958089916182,74.9355927283283,2.9036430930004715,41.77188286124102,19091,55.1666666667,97.0,16.0
1999,11,24,1.0559617547806524,11.4764142785933,21.355540635395364,18.17692913385827,74.44131983502062,3.3309148856392947,122.90152548949509,19091,71.7419354839,320.0,14.0
1999,12,24,1.0292463442069741,13.975995715595058,24.108219619069935,19.47160274320549,75.94433760296091,3.7515512173881485,213.5689652917351,19091,149.5806451613,449.0,36.0
2000,1,24,1.0074748720926012,15.439505915176264,25.771813104647972,19.531686563373132,79.2935157298886,3.8487245545919655,327.9999694814905,19091,113.5172413793,356.0,56.0
2000,2,24,0.8840813001823048,15.292977690969574,24.241888653744358,16.892017377138206,81.38357705286839,3.2566812769093514,212.43792753161932,19091,101.4838709677,437.0,37.0
2000,3,24,0.853169563481984,14.533165251822004,23.39006986769734,14.991376682753367,81.80267789107006,2.810715192858957,146.1216424189842,19091,77.6666666667,197.0,38.0
2000,4,24,0.7879640044994376,11.989898373363445,22.752922147282327,16.998031496062993,78.85076865391827,2.740138732658417,34.696275433907786,19091,53.935483871,110.0,11.0
2000,5,24,0.721180013788599,9.28793918350189,20.75638156800164,14.114008128016257,76.71359628433542,2.0576218295293733,14.338576703913771,19091,52.6,83.0,6.0
2000,6,24,0.6127671541057368,7.333730073956522,20.767306538082014,12.616062992125986,75.75178102737156,1.7218785151856015,6.231988629675304,19091,64.4193548387,132.0,-5.0
2000,7,24,0.7239014478028957,6.46960405679593,18.171325989858012,12.301358902717807,77.02746834065097,1.6741173482346963,56.12026908605781,19091,51.6774193548,122.0,1.0
2000,8,24,0.8945353604992924,8.235089985301892,19.739819862036647,14.512877825755652,74.9918356979571,2.213523712761711,82.60303266788448,19091,65.6333333333,137.0,19.0
2000,9,24,0.9589426321709785,11.043804233934548,20.103956216111737,14.703070866141733,78.76827896512937,2.552718410198725,103.21577894135646,19091,52.064516129,169.0,8.0
2000,10,24,0.9897855509996735,13.59494751308604,23.91530326045973,18.293815087630175,75.10795021590043,3.433615152944591,78.49578626579877,19091,87.3666666667,204.0,15.0
2000,11,24,0.9460067491563554,14.007822911262348,22.90901415041556,17.30472440944882,79.01012373453318,3.2831458567679035,194.270694819265,19091,108.9032258065,445.0,35.0
2000,12,24,0.9369897311223194,15.209219149478674,24.247265886114768,18.612331724663452,79.4459160346892,3.606262926811567,271.11357681290843,19091,88.6806451613,144.7,41.0
